,x1,x2,y1,y2
108918,15.560556,15.561556,-12.8525,-12.8515
109009,12.2,12.200999999999999,-5.55,-5.5489999999999995
109260,15.066667,15.067667,-13.733332999999998,-13.732332999999999
110119,14.683333,14.684332999999999,-13.783333,-13.782333000000001
110134,15.37495,15.37595,-8.18812,-8.18712
110161,17.483333,17.484333,-12.016667,-12.015667
111992,17.283333,17.284333,-12.15,-12.149000000000001
112307,13.547222,13.548221999999999,-12.431389,-12.430389
112586,13.664167,13.665167,-8.58,-8.579
115986,15.739167000000002,15.740167000000001,-12.776111,-12.775111
116642,16.933332999999998,16.934333,-12.383333,-12.382333000000001
116936,13.599722,13.600722,-12.319722,-12.318722000000001
117041,15.253333,15.254332999999999,-12.906667,-12.905667000000001
117135,13.233173999999998,13.234173999999998,-8.836803999999999,-8.835804
117174,22.22466,22.22566,-10.707273,-10.706273000000001
117180,13.5,13.501,-14.916667000000002,-14.915667000000003
117212,20.744655,20.745655000000003,-8.419151,-8.418151
117276,19.916667,19.917667,-11.783333,-11.782333000000001
117829,16.345278,16.346278,-9.544722,-9.543722
118537,17.688223999999998,17.689224,-14.661639,-14.660639
119926,12.152222,12.153222,-15.196110999999998,-15.195110999999999
120873,15.733332999999998,15.734332999999998,-17.066667000000002,-17.065667
125100,20.391553,20.392553,-9.66078,-9.659780000000001
125450,12.368935,12.369935,-6.134903,-6.133903
125487,13.843713,13.844712999999999,-11.206048,-11.205048
126620,15.056621,15.057621,-7.613282000000001,-7.612282
127613,-64.428259,-64.42725899999999,-31.652925,-31.651925
127926,-59.858539,-59.857539,-36.776976,-36.775976
127933,-62.272432,-62.271432000000004,-38.719595,-38.718595
128156,-62.68873000000001,-62.68773000000001,-32.625906,-32.624906
128406,-58.959140000000005,-58.95814000000001,-34.168742,-34.167742000000004
128679,-65.785239,-65.784239,-28.469574,-28.468574
128758,-60.473889,-60.472889,-34.641667,-34.640667
128877,-60.016667000000005,-60.01566700000001,-34.895661,-34.894661
129279,-67.496558,-67.49555799999999,-45.864135,-45.863135
129291,-58.237217,-58.236217,-32.482493,-32.481493
129295,-58.02089,-58.019890000000004,-31.392959,-31.391959
129336,-64.18105200000001,-64.180052,-31.413496,-31.412495999999997
129422,-58.834099,-58.833099000000004,-27.480596,-27.479595999999997
129636,-57.679185,-57.678185,-36.313215,-36.312215
129837,-54.624784,-54.623784,-26.404841,-26.403841
130450,-58.178139,-58.177139000000004,-26.177534,-26.176534
130675,-63.756815,-63.755815000000005,-35.656622,-35.655622
130684,-67.573711,-67.572711,-39.02797,-39.026970000000006
130796,-59.262564000000005,-59.26156400000001,-29.14003,-29.139029999999998
130822,-58.51722,-58.516220000000004,-33.009375,-33.008375
130823,-59.309657,-59.308657000000004,-33.141559,-33.140559
131309,-65.297116,-65.296116,-24.194565,-24.193565
131320,-60.943318000000005,-60.94231800000001,-34.583816,-34.582816
131741,-57.954533,-57.953533,-34.921454,-34.920454
131795,-66.850668,-66.849668,-29.411048,-29.410048
132136,-64.78757399999999,-64.78657399999999,-23.806443,-23.805443
132155,-61.530197,-61.529197,-34.866494,-34.865494000000005
132429,-59.105,-59.104,-34.570278,-34.569278000000004
132431,-68.87782299999999,-68.87682299999999,-33.035471,-33.034471
132571,-57.557539,-57.556539,-38.002278,-38.001278
132705,-68.82717099999999,-68.82617099999999,-32.890845,-32.889845
132708,-59.430676,-59.429676,-34.651455,-34.650455
132710,-58.078951,-58.077951000000006,-29.181858,-29.180857999999997
132712,-65.461405,-65.460405,-33.674359,-33.673359000000005
132992,-58.736753,-58.735753,-38.547259,-38.546259
133003,-68.059102,-68.05810199999999,-38.951606,-38.950606
133069,-60.883131000000006,-60.88213100000001,-35.444374,-35.443374000000006
133082,-55.11994,-55.11894,-27.487059,-27.486058999999997
133116,-60.32254,-60.32154,-36.892715,-36.891715000000005
133317,-60.523802,-60.522802000000006,-31.731967,-31.730967
133457,-60.573568,-60.572568000000004,-33.889949,-33.888949000000004
133624,-55.896078,-55.895078000000005,-27.367077,-27.366076999999997
133708,-60.438761,-60.437761,-26.785221000000003,-26.784221000000002
133879,-65.038513,-65.03751299999999,-42.769201,-42.768201000000005
133976,-62.073589,-62.072589,-38.875875,-38.874875
134058,-61.486696,-61.485696000000004,-31.250332,-31.249332
134120,-65.10228000000001,-65.10128,-43.300158,-43.299158000000006
134137,-59.65,-59.649,-29.15,-29.148999999999997
134159,-58.983886,-58.982886,-27.46056,-27.45956
134212,-64.349918,-64.348918,-33.130671,-33.129671
134219,-69.218127,-69.21712699999999,-51.622613,-51.621613
134242,-64.11405500000001,-64.113055,-32.173008,-32.172008000000005
134252,-68.46081,-68.45980999999999,-33.190509000000006,-33.18950900000001
134317,-60.639317000000005,-60.63831700000001,-32.946818,-32.945818
134402,-65.411664,-65.410664,-24.785896,-24.784896
134483,-71.301369,-71.30036899999999,-41.140293,-41.139293
134536,-62.08265600000001,-62.08165600000001,-31.427971000000003,-31.426971
134640,-68.536389,-68.535389,-31.5375,-31.5365
134650,-58.767331000000006,-58.76633100000001,-28.133061,-28.132061
134659,-66.335627,-66.334627,-33.295012,-33.294012
134678,-68.468138,-68.46713799999999,-33.081031,-33.080031000000005
134703,-60.225233,-60.224233000000005,-33.335784000000004,-33.334784000000006
134721,-59.666635,-59.665635,-33.679127,-33.678127
134724,-64.866141,-64.865141,-24.231266,-24.230266
134735,-68.330066,-68.329066,-34.617717,-34.616717
134738,-64.32464499999999,-64.32364499999998,-23.13398,-23.13298
134802,-60.701036,-60.700036000000004,-31.629484,-31.628484
134855,-64.283333,-64.282333,-36.616667,-36.615667
134880,-64.261489,-64.26048899999999,-27.795112,-27.794112
134906,-58.376169,-58.375169,-34.982645,-34.981645
135204,-59.133164,-59.132164,-37.321674,-37.320674000000004
135222,-63.801314,-63.800314,-22.516365,-22.515365
135381,-65.313295,-65.31229499999999,-43.250075,-43.249075000000005
135387,-60.27978100000001,-60.27878100000001,-38.373939,-38.372939
135445,-65.2226,-65.2216,-26.824144,-26.823144
135508,-68.3,-68.29899999999999,-54.8,-54.799
135553,-60.172707,-60.171707000000005,-35.432303000000005,-35.43130300000001
135564,-61.968845,-61.967845000000004,-33.745564,-33.744564000000004
135591,-60.153907,-60.152907,-32.619888,-32.618888000000005
135597,-62.996676,-62.995676,-40.813452000000005,-40.81245200000001
135652,-64.497778,-64.49677799999999,-31.424138,-31.423137999999998
135673,-60.329699,-60.328699,-33.227778,-33.226778
135823,-63.240161,-63.239161,-32.407514,-32.406514
136073,-59.028585,-59.027585,-34.098142,-34.097142000000005
136460,14.866667,14.867666999999999,48.116667,48.117667
136510,14.283333,14.284333,48.2,48.201
136804,16.233333,16.234333,48.016667,48.017666999999996
136821,13.616667,13.617666999999999,47.716667,47.717667
136838,16.2,16.201,47.966667,47.967667
137034,13.216667,13.217666999999999,47.416667,47.417666999999994
137068,9.816667,9.817667,47.149722,47.150721999999995
137160,13.033333,13.034333,48.266667,48.267666999999996
137168,9.766667,9.767667,47.5,47.501
137250,15.283333,15.284333,47.416667,47.417666999999994
137668,9.733056,9.734055999999999,47.416667,47.417666999999994
138018,16.516667,16.517667000000003,47.85,47.851
138121,14.466667,14.467666999999999,48.2,48.201
138354,14.1,14.100999999999999,46.716667,46.717667
138358,9.6,9.600999999999999,47.233056,47.234055999999995
139101,13.8,13.801,47.916667,47.917666999999994
139260,9.633056,9.634056,47.333056,47.334056
139363,15.45,15.450999999999999,47.066667,47.067667
139982,13.1,13.100999999999999,47.683333000000005,47.684333
139988,14.45,14.450999999999999,47.6,47.601
140034,9.683056,9.684056,47.483056,47.484055999999995
140632,9.683056,9.684056,47.366667,47.367667
140657,16.083333,16.084333,48.55,48.550999999999995
140951,11.4,11.401,47.266667,47.267666999999996
141225,15.3,15.301,47.433333000000005,47.434333
141493,14.305278,14.306277999999999,46.624722,46.625721999999996
141736,16.316667000000002,16.317667000000004,48.3,48.300999999999995
141751,14.816667,14.817667,47.216667,47.217667
141779,15.083332999999998,15.084332999999997,47.066667,47.067667
141871,16.333333,16.334333,48.35,48.351
141986,15.6,15.600999999999999,48.416667,48.417666999999994
142124,12.166667,12.167667,47.583333,47.584333
142534,15.1,15.100999999999999,47.383333,47.384333
142539,14.25,14.251,48.266667,48.267666999999996
142629,12.759722,12.760722,46.831111,46.832111
142702,14.3,14.301,48.3,48.300999999999995
142853,9.65,9.651,47.433056,47.434056
142991,14.116667,14.117666999999999,48.183333000000005,48.184333
143306,16.576667,16.577667,48.57,48.571
143451,16.283333,16.284333,48.083333,48.084333
143896,16.083333,16.084333,47.716667,47.717667
145132,16.266667,16.267667000000003,48.116667,48.117667
145933,9.65,9.651,47.283056,47.284056
146270,13.5,13.501,48.216667,48.217667
146598,12.85,12.850999999999999,47.416667,47.417666999999994
146657,13.033333,13.034333,47.8,47.800999999999995
146688,14.823610999999998,14.824610999999997,46.766111,46.767111
146807,13.2,13.200999999999999,47.35,47.351
147024,15.633333,15.634333,48.2,48.201
147093,14.360278,14.361277999999999,46.768056,46.769056
147631,11.7,11.700999999999999,47.333333,47.334333
147633,16.466667,16.467667000000002,48.133333,48.134333
148006,13.5,13.501,46.8,46.800999999999995
148257,14.416667000000002,14.417667000000002,48.05,48.050999999999995
148303,16.216667,16.217667000000002,48.383333,48.384333
148590,11.066667,11.067667,47.3,47.300999999999995
148599,16.033333,16.034333,47.716667,47.717667
148801,16.283333,16.284333,48.016667,48.017666999999996
148820,14.233332999999998,14.234332999999998,48.216667,48.217667
148905,16.05,16.051000000000002,48.333333,48.334333
149599,16.366667,16.367667,48.2,48.201
149609,13.855833,13.856833,46.610278,46.611278
149621,13.65,13.651,48.016667,48.017666999999996
149650,14.634444,14.635444,46.662222,46.663222
149790,14.766667000000002,14.767667000000001,47.966667,47.967667
150138,14.033333,14.034333,48.166667,48.167666999999994
150249,16.25,16.251,47.8,47.800999999999995
150532,14.844167,14.845167,46.840556,46.841556
150581,12.066667,12.067667,47.483333,47.484333
150725,12.783333,12.784333,47.316667,47.317667
150866,15.166667000000002,15.167667000000002,48.616667,48.617667
150905,138.598633,138.599633,-34.928661,-34.927661
150928,117.865952,117.866952,-35.003101,-35.002101
150938,146.923935,146.924935,-36.074940000000005,-36.07394000000001
150959,133.883621,133.884621,-23.697479,-23.696479
151117,151.671234,151.672234,-30.50828,-30.507279999999998
151241,147.610413,147.611413,-37.822891,-37.821891
151290,143.862579,143.86357900000002,-37.56266,-37.56166
151301,153.56541399999998,153.56641399999998,-28.864140000000003,-28.86314
151448,150.175415,150.176415,-35.706581,-35.705581
151589,144.28024299999998,144.281243,-36.758179,-36.757179
151902,153.159424,153.160424,-27.08367,-27.08267
152029,148.247543,148.248543,-20.01367,-20.01267
152164,153.024292,153.025292,-27.47101,-27.47001
152186,141.459976,141.46097600000002,-31.961729,-31.960728999999997
152214,122.23922,122.24022000000001,-17.955379,-17.954379
152292,153.057053,153.058053,-26.684429,-26.683429
152357,115.641373,115.642373,-33.32711,-33.32611
152358,152.3479,152.34890000000001,-24.866211,-24.865211
152433,145.903748,145.904748,-41.05584,-41.054840000000006
152483,115.345497,115.346497,-33.652489,-33.651489000000005
152525,152.951096,152.952096,-27.08465,-27.08365
152534,145.766251,145.76725100000002,-16.92304,-16.92204
152562,153.13771100000002,153.13871100000003,-26.797091,-26.796091
152621,149.13435,149.13535000000002,-35.27603,-35.27503
152816,151.356232,151.357232,-32.832111,-32.831111
153036,153.11351000000002,153.11451000000002,-30.296261,-30.295261
153331,144.95,144.951,-37.6,-37.599000000000004
153339,145.283264,145.284264,-38.113419,-38.112419
153584,130.836639,130.837639,-12.45722,-12.45622
153611,153.026306,153.027306,-27.193541,-27.192541
153684,146.351517,146.352517,-41.176949,-41.175949
153819,148.604843,148.605843,-32.24295,-32.24195
154310,134.211594,134.212594,-32.799240000000005,-32.79824000000001
154454,138.749023,138.750023,-34.602509000000005,-34.60150900000001
154465,144.358093,144.359093,-38.153461,-38.152461
154496,114.614594,114.615594,-28.778971,-28.777970999999997
154569,151.256348,151.257348,-23.84761,-23.84661
154704,153.430878,153.431878,-28.000290000000003,-27.999290000000002
154800,149.720856,149.721856,-34.751549,-34.750549
154827,152.93336499999998,152.93436499999999,-29.690121,-29.689121
154925,146.050934,146.05193400000002,-34.288528,-34.287528
155020,152.658188,152.659188,-26.189159,-26.188159
155201,152.873,152.874,-25.285,-25.284
155251,147.331665,147.332665,-42.883209,-42.882209
155313,142.199814,142.200814,-36.711311,-36.710311000000004
155421,146.031021,146.03202100000001,-17.522091,-17.521091
155723,116.84638,116.84738,-20.73649,-20.73549
155733,132.263474,132.264474,-14.46517,-14.464170000000001
155738,153.131577,153.132577,-26.705999,-26.704998999999997
155833,150.85218799999998,150.853188,-34.668282,-34.667282
156120,151.47908,151.48008000000002,-32.819328000000006,-32.81832800000001
156126,115.781281,115.78228100000001,-32.230129,-32.229129
156287,147.134674,147.135674,-41.438759000000005,-41.43775900000001
156434,153.275803,153.276803,-28.81328,-28.812279999999998
156439,150.13630700000002,150.13730700000002,-33.482471000000004,-33.481471000000006
156630,149.165543,149.16654300000002,-21.15345,-21.152449999999998
156717,115.721703,115.72270300000001,-32.526901,-32.525901000000005
156842,152.704926,152.705926,-25.54073,-25.53973
156937,144.963425,144.964425,-37.813938,-37.812938
156945,144.58543400000002,144.58643400000003,-37.683392,-37.682392
157056,142.162506,142.163506,-34.185509,-34.184509000000006
157343,152.949066,152.950066,-27.108761,-27.107761
157395,146.39498899999998,146.395989,-38.23476,-38.233760000000004
157481,140.77919,140.78019,-37.831799,-37.830799
157499,139.497269,139.498269,-20.725229,-20.724228999999998
157691,139.273453,139.274453,-35.119862,-35.118862
157719,150.89009099999998,150.891091,-32.261181,-32.260181
157775,152.959412,152.960412,-26.626129,-26.625128999999998
157926,153.33633400000002,153.33733400000003,-27.98941,-27.98841
157956,151.78448500000002,151.78548500000002,-32.927792,-32.926792
158356,149.100006,149.101006,-33.283089000000004,-33.282089000000006
158411,145.474106,145.475106,-38.070179,-38.069179000000005
158431,130.836639,130.837639,-12.45722,-12.45622
158480,148.175903,148.176903,-33.137199,-33.136199000000005
158599,115.861397,115.862397,-31.952240000000003,-31.951240000000002
158769,137.77281200000002,137.77381200000002,-32.495971999999995,-32.494972
158787,118.610588,118.61158800000001,-20.312149,-20.311149
158799,135.87442,135.87542,-34.72625,-34.72525
158801,152.908936,152.90993600000002,-31.430840000000003,-31.429840000000002
158809,138.017456,138.01845600000001,-33.191761,-33.190761
158917,149.23199499999998,149.232995,-35.354931,-35.353931
158990,151.75,151.751,-32.75,-32.749
159120,150.505951,150.50695100000002,-23.38032,-23.37932
159144,117.146477,117.14747700000001,-20.772289,-20.771289
159306,147.068024,147.069024,-38.11095,-38.109950000000005
159381,153.10141000000002,153.10241000000002,-30.364590000000003,-30.363590000000002
159517,151.166031,151.167031,-32.567421,-32.566421000000005
159806,144.726074,144.72707400000002,-37.577419,-37.576419
159856,151.205475,151.206475,-33.861481,-33.860481
159932,150.929047,150.930047,-31.090481,-31.089481
159981,152.453873,152.454873,-31.91099,-31.90999
160314,151.953857,151.954857,-27.56056,-27.559559999999998
160351,146.805695,146.806695,-19.26639,-19.26539
160365,146.541504,146.542504,-38.195278,-38.194278000000004
160671,153.311722,153.312722,-27.58329,-27.58229
160708,147.353745,147.354745,-35.125771,-35.124771
160822,146.320557,146.321557,-36.358459,-36.357459000000006
160932,142.487991,142.488991,-38.38176,-38.38076
160943,152.034378,152.035378,-28.219009000000003,-28.218009000000002
161174,137.56483500000002,137.56583500000002,-33.032681,-33.031681
161323,146.888092,146.889092,-36.121792,-36.120792
161339,150.893448,150.894448,-34.424,-34.423
161731,150.74406399999998,150.74506399999999,-23.126829,-23.125829
161873,-70.0333333,-70.03233329999999,12.516666699999998,12.517666699999998
162132,46.927356,46.928356,39.99096,39.99196
162145,47.476111,47.477111,40.65,40.650999999999996
162205,45.453889,45.454888999999994,41.118889,41.119889
162206,48.396476,48.397476,40.569167,40.570167
162781,50.333041,50.334041,40.472255,40.473254999999995
163096,48.87498,48.87598,38.455977,38.456976999999995
163271,49.803889,49.804888999999996,40.339444,40.340444
163345,49.882222,49.883221999999996,40.395278000000005,40.396278
164008,50.113901,50.114900999999996,40.517888,40.518888
164453,45.6308,45.6318,38.9558,38.9568
165800,47.740556,47.741555999999996,40.653056,40.654056
166195,50.085278,50.086278,40.374444,40.375443999999995
166336,48.064094,48.065093999999995,39.871307,39.872307
167255,49.898611,49.899611,40.397778,40.398778
167716,49.85,49.851,40.433333000000005,40.434333
168413,49.728038,49.729037999999996,40.323718,40.324718
168724,50.003889,50.004889,40.532778,40.533778
169423,49.247224,49.248224,39.37417,39.37517
170023,48.545,48.546,39.458333,39.459333
170125,49.973611,49.974610999999996,40.396667,40.397667
170280,46.924167,46.925166999999995,41.4225,41.4235
170304,45.366111,45.367110999999994,41.093333,41.094333
170380,49.412048,49.413047999999996,40.08238,40.08338
170406,45.732171,45.733171,40.942137,40.943137
170425,48.515186,48.516186,41.362587,41.363586999999995
170453,48.42893,48.42993,41.427284,41.428284
170587,48.475154,48.476154,40.009458,40.010458
170603,49.948056,49.949056,40.4425,40.4435
170726,48.980552,48.981552,39.593615,39.594615
170786,49.716389,49.717389,40.532222,40.533221999999995
171595,46.749187,46.750187,39.758934,39.759934
171949,45.628889,45.629889,40.992222,40.993221999999996
172067,47.654167,47.655167,40.518333,40.519332999999996
172365,48.80605,48.80705,41.463489,41.464489
172413,46.315833000000005,46.316833,40.586944,40.587944
172490,48.681,48.681999999999995,41.630965,41.631965
172720,47.142329,47.143328999999994,40.612732,40.613732
172925,49.941582,49.942581999999994,40.476104,40.477104
172985,46.643333,46.644332999999996,41.633611,41.634611
173521,17.1855556,17.186555600000002,44.7758333,44.7768333
173806,15.8708333,15.871833299999999,44.8169444,44.817944399999995
173836,19.2161111,19.2171111,44.7569444,44.7579444
173867,18.4297222,18.4307222,42.8719444,42.872944399999994
174276,17.25,17.251,45.1411111,45.1421111
174279,16.1513889,16.152388900000002,44.8825,44.8835
174430,18.8083333,18.809333300000002,44.8727778,44.8737778
174717,17.450833300000003,17.451833300000004,44.0572222,44.058222199999996
175031,15.943055599999996,15.944055599999995,44.9669444,44.9679444
175852,18.0877778,18.088777800000003,44.7347222,44.7357222
177204,18.7786111,18.7796111,43.505,43.506
177578,18.9763889,18.9773889,43.6669444,43.667944399999996
178299,18.3097222,18.3107222,44.7033333,44.704333299999995
178305,18.4269444,18.4279444,44.8808333,44.8818333
179479,18.1180556,18.119055600000003,44.1272222,44.128222199999996
180091,17.9613889,17.9623889,43.6519444,43.652944399999996
181133,17.007777800000003,17.008777800000004,43.8269444,43.8279444
181354,18.5258333,18.5268333,44.5419444,44.542944399999996
182374,17.8080556,17.8090556,43.3433333,43.344333299999995
182456,17.0861111,17.0871111,44.4158333,44.4168333
182820,17.6575,17.6585,44.171111100000005,44.1721111
182930,18.3266667,18.3276667,45.0111111,45.0121111
184514,16.713055599999997,16.7140556,44.9813889,44.9823889
184616,17.6091667,17.6101667,43.8222222,43.8232222
185592,16.665555599999998,16.6665556,44.7652778,44.7662778
185607,18.3833333,18.3843333,43.85,43.851
185962,17.083888899999998,17.0848889,44.2813889,44.2823889
186658,16.0172222,16.0182222,44.9352778,44.9362778
187333,17.6705556,17.6715556,44.2266667,44.2276667
187356,18.3441667,18.3451667,42.71194439999999,42.71294439999999
187624,18.6694444,18.6704444,44.5427778,44.5437778
187893,15.811666699999998,15.812666699999998,45.1894444,45.1904444
188105,18.1780556,18.1790556,43.9888889,43.9898889
188804,18.1497222,18.1507222,44.4458333,44.446833299999994
188922,17.9063889,17.9073889,44.2013889,44.202388899999995
188991,18.6497222,18.6507222,44.4494444,44.450444399999995
189216,-59.6166667,-59.615666700000006,13.1,13.100999999999999
189720,89.4666667,89.46766670000001,23.0166667,23.0176667
190853,89.05,89.051,25.6666667,25.6676667
191364,90.95,90.95100000000001,24.2166667,24.217666700000002
191809,92.2166667,92.21766670000001,22.2,22.201
191893,91.3666667,91.3676667,24.5166667,24.5176667
192688,90.3666667,90.3676667,22.7,22.701
193231,89.6166667,89.6176667,24.0833333,24.0843333
193449,90.9666667,90.96766670000001,24.0666667,24.0676667
193516,90.0666667,90.0676667,22.4833333,22.484333300000003
193811,88.9666667,88.96766670000001,24.0333333,24.0343333
193891,90.65,90.65100000000001,22.6833333,22.684333300000002
195401,90.7166667,90.71766670000001,23.15,23.151
195659,90.2166667,90.21766670000001,23.3166667,23.3176667
196546,91.5069444,91.5079444,23.03,23.031000000000002
196588,91.6666667,91.6676667,25.0333333,25.0343333
197034,89.7166667,89.71766670000001,25.55,25.551000000000002
198311,90.4086111,90.4096111,23.7230556,23.7240556
198395,90.2683333,90.2693333,23.9122222,23.9132222
198891,88.6333333,88.63433330000001,25.6333333,25.6343333
198959,90.1469444,90.1479444,23.5883333,23.5893333
199526,89.83333329999999,89.8343333,23.6,23.601000000000003
199569,91.7675,91.7685,22.725,22.726000000000003
199594,91.41,91.411,23.0186111,23.019611100000002
199707,90.5666667,90.5676667,24.4333333,24.434333300000002
200056,90.2333333,90.2343333,22.9666667,22.967666700000002
200104,90.65,90.65100000000001,23.8,23.801000000000002
200893,91.4166667,91.4176667,24.3833333,24.3843333
200942,90.8591667,90.86016670000001,23.2511111,23.2521111
201827,89.08333329999999,89.0843333,24.1333333,24.1343333
202061,89.0166667,89.0176667,25.1,25.101000000000003
202157,89.9333333,89.9343333,24.9166667,24.9176667
