,x1,x2,y1,y2
700730,49.976012,49.976112,12.747483,12.747583
700731,50.369718,50.369818,12.819946,12.820046
700732,50.369718,50.369818,12.819946,12.820046
700733,49.823053,49.823153000000005,16.506069,16.506169
700734,50.254499,50.254599000000006,12.423936,12.424036
700735,49.301409,49.301509,16.655487,16.655587
700736,49.000829,49.000929000000006,14.540752,14.540852
700737,50.196145,50.196245000000005,17.023172,17.023272
700738,50.132571,50.132671,17.442671,17.442771
700739,49.857758,49.857858,15.409015,15.409115
700740,49.052206,49.052306,15.139484,15.139584
700741,49.301409,49.301509,16.655487,16.655587
700742,50.196145,50.196245000000005,17.023172,17.023272
700743,50.132571,50.132671,17.442671,17.442771
700744,50.196681,50.196781,17.194218,17.194318
700745,50.623073,50.623173,16.095756,16.095856
700746,50.123826,50.123926000000004,16.211445,16.211545
700747,48.934327,48.93442700000001,13.707720000000002,13.707820000000002
700748,50.735427,50.735527000000005,13.903789000000002,13.903889000000001
700749,50.196681,50.196781,17.194218,17.194318
700750,50.735427,50.735527000000005,13.903789000000002,13.903889000000001
700751,50.623073,50.623173,16.095756,16.095856
700752,50.440237,50.44033700000001,13.321155,13.321254999999999
700753,48.802637,48.802737,14.265941,14.266041
700754,48.666667,48.666767,14.683333,14.683432999999999
700755,50.421895,50.421995,13.226114,13.226214
700756,50.21137,50.211470000000006,12.828661,12.828761
700757,50.132792,50.132892000000005,14.967285,14.967385
700758,49.803212,49.803312000000005,17.137735,17.137835
700759,49.027523,49.027623000000006,15.135024,15.135124
700760,50.165244,50.165344000000005,13.166288,13.166388
700761,50.116541,50.116641,13.38485,13.38495
700762,49.027523,49.027623000000006,15.135024,15.135124
700763,50.216667,50.216767000000004,12.7,12.700099999999999
700764,50.216667,50.216767000000004,12.7,12.700099999999999
700765,49.646029,49.646129,15.10603,15.10613
700766,49.772961,49.773061000000006,12.564151,12.564251
700767,50.857945,50.858045000000004,15.033725,15.033825
700768,50.461449,50.461549000000005,14.598024,14.598124
700769,49.197513,49.197613000000004,14.099763,14.099863
700770,49.520593,49.520693,16.184998,16.185098
700771,50.857945,50.858045000000004,15.033725,15.033825
700772,49.789281,49.789381000000006,18.527027,18.527127
700773,49.929764,49.929864,16.645836,16.645936
700774,49.895808,49.895908000000006,15.170271,15.170371
700775,50.552373,50.552473000000006,13.520118,13.520218
700776,50.139524,50.139624000000005,16.063945999999998,16.064045999999998
700777,49.254501,49.254601,14.306277,14.306377
700778,49.902628,49.902728,17.336426,17.336526
